awayteam,date,away_FG,away_FGA,away_FGpct,away_3P,away_3PA,away_3Ppct,away_FT,away_FTA,away_FTpct,away_PF,away_PTS
San Antonio Spurs,2016-04-05,32,72,.444,7,17,.412,17,19,.895,16,88
New Orleans Pelicans,2016-04-06,34,78,.436,9,24,.375,20,23,.870,28,97
Houston Rockets,2016-04-06,34,78,.436,6,20,.300,12,18,.667,17,86
Cleveland Cavaliers,2016-04-06,35,74,.473,8,29,.276,31,34,.912,19,109
Los Angeles Clippers,2016-04-06,37,83,.446,7,25,.280,10,14,.714,17,91
Charlotte Hornets,2016-04-06,42,90,.467,12,26,.462,15,17,.882,14,111
Detroit Pistons,2016-04-06,39,86,.453,11,27,.407,19,31,.613,16,108
Oklahoma City Thunder,2016-04-06,43,91,.473,9,22,.409,20,31,.645,20,115
Brooklyn Nets,2016-04-06,39,92,.424,7,17,.412,18,24,.750,21,103
Toronto Raptors,2016-04-07,32,84,.381,8,21,.381,15,20,.750,16,87
San Antonio Spurs,2016-04-07,39,80,.488,7,16,.438,16,23,.696,11,101
Phoenix Suns,2016-04-07,44,94,.468,12,31,.387,24,29,.828,24,124
Chicago Bulls,2016-04-07,35,78,.449,3,14,.214,25,28,.893,12,98
Minnesota Timberwolves,2016-04-07,36,80,.450,11,21,.524,22,31,.710,17,105
Milwaukee Bucks,2016-04-08,41,84,.488,7,17,.412,20,29,.690,27,109
Brooklyn Nets,2016-04-08,39,92,.424,10,25,.400,11,20,.550,17,99
Memphis Grizzlies,2016-04-08,35,87,.402,7,22,.318,16,22,.727,33,93
San Antonio Spurs,2016-04-08,36,85,.424,3,14,.214,23,28,.821,12,98
Washington Wizards,2016-04-08,38,86,.442,6,19,.316,17,23,.739,23,99
Los Angeles Lakers,2016-04-08,34,81,.420,11,24,.458,23,27,.852,23,102
Miami Heat,2016-04-08,45,100,.450,8,22,.364,11,21,.524,23,109
New York Knicks,2016-04-08,43,91,.473,4,16,.250,19,30,.633,23,109
Indiana Pacers,2016-04-08,37,83,.446,8,27,.296,16,20,.800,28,98
Los Angeles Clippers,2016-04-08,37,83,.446,13,29,.448,15,19,.789,20,102
Boston Celtics,2016-04-09,40,90,.444,11,28,.393,16,24,.667,21,107
Cleveland Cavaliers,2016-04-09,36,83,.434,19,40,.475,11,18,.611,18,102
Golden State Warriors,2016-04-09,39,87,.448,10,36,.278,12,13,.923,14,100
Phoenix Suns,2016-04-09,43,83,.518,10,25,.400,25,31,.806,25,121
Minnesota Timberwolves,2016-04-09,41,84,.488,5,13,.385,19,25,.760,18,106
Oklahoma City Thunder,2016-04-09,39,81,.481,13,32,.406,21,28,.750,25,112
Utah Jazz,2016-04-10,36,79,.456,12,31,.387,16,21,.762,14,100
Los Angeles Lakers,2016-04-10,41,83,.494,12,28,.429,16,19,.842,15,110
Brooklyn Nets,2016-04-10,35,91,.385,14,37,.378,21,26,.808,21,105
Dallas Mavericks,2016-04-10,30,74,.405,8,30,.267,23,33,.697,29,91
Orlando Magic,2016-04-10,37,83,.446,7,18,.389,15,19,.789,18,96
Toronto Raptors,2016-04-10,37,78,.474,7,20,.350,12,19,.632,19,93
Milwaukee Bucks,2016-04-10,40,87,.460,7,23,.304,22,24,.917,19,109
Golden State Warriors,2016-04-10,34,77,.442,10,27,.370,14,18,.778,18,92
Charlotte Hornets,2016-04-10,28,81,.346,12,33,.364,30,35,.857,25,98
Charlotte Hornets,2016-04-11,41,81,.506,14,32,.438,18,22,.818,20,114
Washington Wizards,2016-04-11,46,89,.517,9,25,.360,19,24,.792,18,120
Atlanta Hawks,2016-04-11,39,87,.448,8,30,.267,8,15,.533,18,94
Houston Rockets,2016-04-11,48,86,.558,15,30,.500,18,26,.692,23,129
Chicago Bulls,2016-04-11,44,77,.571,10,23,.435,23,26,.885,20,121
Los Angeles Lakers,2016-04-11,23,81,.284,7,31,.226,26,30,.867,20,79
Milwaukee Bucks,2016-04-11,41,78,.526,3,15,.200,13,19,.684,20,98
Sacramento Kings,2016-04-11,41,83,.494,6,17,.353,17,28,.607,19,105
Dallas Mavericks,2016-04-11,36,81,.444,11,32,.344,18,22,.818,15,101
Miami Heat,2016-04-12,38,78,.487,7,20,.350,16,22,.727,21,99
New York Knicks,2016-04-12,36,80,.450,10,27,.370,8,9,.889,17,90
Memphis Grizzlies,2016-04-12,35,86,.407,5,20,.250,9,14,.643,18,84
Oklahoma City Thunder,2016-04-12,35,87,.402,6,25,.240,22,25,.880,23,98
Philadelphia 76ers,2016-04-12,35,77,.455,15,35,.429,13,25,.520,18,98
Miami Heat,2016-04-13,38,88,.432,2,19,.105,10,12,.833,21,88
Toronto Raptors,2016-04-13,41,93,.441,13,37,.351,8,15,.533,12,103
Philadelphia 76ers,2016-04-13,37,81,.457,17,35,.486,14,18,.778,24,105
Orlando Magic,2016-04-13,42,91,.462,8,27,.296,11,18,.611,18,103
Detroit Pistons,2016-04-13,37,85,.435,16,33,.485,22,28,.786,15,112
San Antonio Spurs,2016-04-13,35,74,.473,6,23,.261,20,26,.769,19,96
Memphis Grizzlies,2016-04-13,42,98,.429,8,24,.333,12,16,.750,18,104
Sacramento Kings,2016-04-13,32,96,.333,11,37,.297,6,13,.462,17,81
Utah Jazz,2016-04-13,39,83,.470,9,30,.300,9,15,.600,16,96
Indiana Pacers,2016-04-13,39,90,.433,11,24,.458,8,10,.800,14,97
New Orleans Pelicans,2016-04-13,40,92,.435,11,30,.367,18,22,.818,16,109
Los Angeles Clippers,2016-04-13,43,96,.448,9,31,.290,10,12,.833,20,105
Denver Nuggets,2016-04-13,40,94,.426,7,25,.280,12,18,.667,19,99
Atlanta Hawks,2016-04-13,32,81,.395,11,29,.379,23,31,.742,21,98
New York Knicks,2016-10-25,32,87,.368,9,27,.333,15,20,.750,22,88
San Antonio Spurs,2016-10-25,47,98,.480,12,24,.500,23,26,.885,19,129
Utah Jazz,2016-10-25,40,82,.488,8,24,.333,16,16,1.000,19,104
Brooklyn Nets,2016-10-26,43,97,.443,15,44,.341,16,20,.800,19,117
Dallas Mavericks,2016-10-26,45,104,.433,18,48,.375,13,18,.722,27,121
Houston Rockets,2016-10-26,44,86,.512,7,29,.241,19,27,.704,23,114
Minnesota Timberwolves,2016-10-26,36,86,.419,6,18,.333,20,29,.690,23,98
Charlotte Hornets,2016-10-26,40,89,.449,7,23,.304,20,24,.833,22,107
Denver Nuggets,2016-10-26,37,83,.446,8,24,.333,25,33,.758,22,107
Miami Heat,2016-10-26,47,97,.485,4,16,.250,10,16,.625,22,108
Oklahoma City Thunder,2016-10-26,39,94,.415,6,22,.273,19,26,.731,23,103
Sacramento Kings,2016-10-26,44,86,.512,6,21,.286,19,26,.731,20,113
Detroit Pistons,2016-10-26,35,84,.417,4,22,.182,17,22,.773,24,91
Washington Wizards,2016-10-27,40,94,.426,6,20,.300,13,18,.722,20,99
Boston Celtics,2016-10-27,38,76,.500,8,23,.348,15,24,.625,25,99
Los Angeles Clippers,2016-10-27,37,91,.407,8,29,.276,32,46,.696,25,114
San Antonio Spurs,2016-10-27,36,79,.456,6,18,.333,24,27,.889,26,102
Indiana Pacers,2016-10-28,37,98,.378,7,24,.292,13,20,.650,22,94
Houston Rockets,2016-10-28,33,70,.471,15,32,.469,25,31,.806,22,106
Orlando Magic,2016-10-28,33,95,.347,8,26,.308,8,12,.667,13,82
Charlotte Hornets,2016-10-28,35,92,.380,7,22,.318,20,24,.833,20,97
Golden State Warriors,2016-10-28,44,91,.484,9,28,.321,25,28,.893,22,122
Phoenix Suns,2016-10-28,42,94,.447,5,28,.179,21,32,.656,29,110
Cleveland Cavaliers,2016-10-28,33,79,.418,12,32,.375,16,22,.727,15,94
Los Angeles Lakers,2016-10-28,32,84,.381,9,23,.391,16,21,.762,29,89
Indiana Pacers,2016-10-29,43,88,.489,7,18,.389,8,9,.889,16,101
Boston Celtics,2016-10-29,39,81,.481,15,31,.484,11,17,.647,26,104
Orlando Magic,2016-10-29,38,84,.452,8,28,.286,15,26,.577,23,99
Portland Trail Blazers,2016-10-29,45,98,.459,10,32,.313,15,21,.714,30,115
Brooklyn Nets,2016-10-29,37,84,.440,11,34,.324,23,28,.821,22,108
Memphis Grizzlies,2016-10-29,37,86,.430,9,25,.360,21,26,.808,30,104
Atlanta Hawks,2016-10-29,42,85,.494,5,20,.250,15,23,.652,14,104
Minnesota Timberwolves,2016-10-29,37,70,.529,7,22,.318,22,31,.710,25,103
New Orleans Pelicans,2016-10-29,32,86,.372,4,22,.182,11,15,.733,19,79
Milwaukee Bucks,2016-10-30,34,87,.391,4,17,.235,11,14,.786,16,83
Dallas Mavericks,2016-10-30,32,86,.372,11,31,.355,17,20,.850,17,92
Utah Jazz,2016-10-30,29,73,.397,7,19,.368,10,13,.769,22,75
Washington Wizards,2016-10-30,38,86,.442,5,25,.200,22,25,.880,23,103
San Antonio Spurs,2016-10-30,37,82,.451,10,18,.556,22,26,.846,26,106
Los Angeles Lakers,2016-10-30,35,87,.402,7,32,.219,19,24,.792,18,96
Golden State Warriors,2016-10-30,35,83,.422,8,29,.276,28,33,.848,23,106
Sacramento Kings,2016-10-31,36,75,.480,10,23,.435,13,19,.684,34,95
Chicago Bulls,2016-10-31,45,89,.506,11,27,.407,17,18,.944,22,118
Phoenix Suns,2016-10-31,35,84,.417,5,15,.333,23,31,.742,33,98
Denver Nuggets,2016-10-31,33,81,.407,9,22,.409,27,35,.771,18,102
Houston Rockets,2016-11-01,43,90,.478,17,44,.386,17,25,.680,25,120
New York Knicks,2016-11-01,35,86,.407,7,22,.318,12,15,.800,20,89
Los Angeles Lakers,2016-11-01,40,89,.449,6,28,.214,22,25,.880,25,108
Sacramento Kings,2016-11-01,34,89,.382,5,23,.217,23,27,.852,23,96
Memphis Grizzlies,2016-11-01,27,75,.360,4,24,.167,22,29,.759,22,80
Milwaukee Bucks,2016-11-01,44,91,.484,10,32,.313,19,21,.905,25,117
Orlando Magic,2016-11-01,42,93,.452,6,25,.240,13,17,.765,15,103
Golden State Warriors,2016-11-01,50,89,.562,10,26,.385,17,23,.739,19,127
Utah Jazz,2016-11-01,38,76,.500,15,31,.484,15,18,.833,20,106
Los Angeles Lakers,2016-11-02,48,90,.533,9,22,.409,18,20,.900,25,123
Chicago Bulls,2016-11-02,35,81,.432,7,20,.350,23,31,.742,19,100
Detroit Pistons,2016-11-02,37,88,.420,9,25,.360,18,21,.857,18,101
Philadelphia 76ers,2016-11-02,34,86,.395,12,38,.316,13,15,.867,24,93
Oklahoma City Thunder,2016-11-02,34,84,.405,5,20,.250,12,20,.600,24,85
New Orleans Pelicans,2016-11-02,30,81,.370,11,34,.324,12,16,.750,26,83
Houston Rockets,2016-11-02,42,89,.472,15,40,.375,19,27,.704,21,118
Portland Trail Blazers,2016-11-02,42,101,.416,12,33,.364,19,21,.905,23,115
Dallas Mavericks,2016-11-02,33,77,.429,7,26,.269,8,10,.800,20,81
Toronto Raptors,2016-11-02,43,77,.558,10,25,.400,17,25,.680,24,113
Boston Celtics,2016-11-03,46,96,.479,11,32,.344,19,22,.864,28,122
Oklahoma City Thunder,2016-11-03,35,87,.402,10,27,.370,16,28,.571,20,96
Indiana Pacers,2016-11-03,38,81,.469,10,23,.435,21,27,.778,23,107
Denver Nuggets,2016-11-03,39,81,.481,6,22,.273,18,25,.720,24,102
Sacramento Kings,2016-11-03,38,80,.475,7,18,.389,11,17,.647,23,94
Charlotte Hornets,2016-11-04,36,86,.419,10,30,.333,17,24,.708,18,99
New York Knicks,2016-11-04,46,89,.517,9,21,.429,16,21,.762,23,117
Portland Trail Blazers,2016-11-04,36,80,.450,12,31,.387,21,26,.808,20,105
Golden State Warriors,2016-11-04,39,86,.453,5,32,.156,14,20,.700,13,97
Los Angeles Clippers,2016-11-04,32,85,.376,8,27,.296,27,33,.818,23,99
Phoenix Suns,2016-11-04,40,93,.430,8,24,.333,24,28,.857,27,112
Miami Heat,2016-11-04,34,88,.386,9,28,.321,10,15,.667,22,87
San Antonio Spurs,2016-11-04,37,83,.446,6,20,.300,20,22,.909,25,100
Atlanta Hawks,2016-11-04,32,83,.386,5,25,.200,23,36,.639,24,92
Houston Rockets,2016-11-05,37,85,.435,12,36,.333,11,13,.846,26,97
Denver Nuggets,2016-11-05,31,94,.330,7,25,.280,17,20,.850,15,86
Chicago Bulls,2016-11-05,34,79,.430,6,18,.333,20,25,.800,13,94
Sacramento Kings,2016-11-05,33,84,.393,10,28,.357,15,19,.789,19,91
Minnesota Timberwolves,2016-11-05,33,84,.393,4,19,.211,22,29,.759,19,92
Washington Wizards,2016-11-05,34,86,.395,6,17,.353,12,17,.706,23,86
Cleveland Cavaliers,2016-11-05,37,91,.407,14,38,.368,14,18,.778,15,102
Los Angeles Clippers,2016-11-05,47,91,.516,9,23,.391,13,14,.929,19,116
Denver Nuggets,2016-11-06,44,84,.524,11,23,.478,24,31,.774,23,123
Milwaukee Bucks,2016-11-06,30,82,.366,6,29,.207,9,12,.750,26,75
Phoenix Suns,2016-11-06,40,91,.440,6,20,.300,22,28,.786,30,108
Portland Trail Blazers,2016-11-06,32,71,.451,14,33,.424,22,27,.815,25,100
Utah Jazz,2016-11-06,38,75,.507,8,25,.320,30,35,.857,19,114
Sacramento Kings,2016-11-06,34,78,.436,5,16,.313,23,31,.742,22,96
Orlando Magic,2016-11-07,33,85,.388,9,30,.300,5,6,.833,23,80
Indiana Pacers,2016-11-07,40,94,.426,9,33,.273,11,15,.733,25,100
New Orleans Pelicans,2016-11-07,39,80,.488,7,21,.333,21,27,.778,16,106
Detroit Pistons,2016-11-07,30,82,.366,4,12,.333,18,26,.692,19,82
Miami Heat,2016-11-07,31,84,.369,4,17,.235,19,22,.864,16,85
Utah Jazz,2016-11-07,43,85,.506,11,19,.579,12,20,.600,22,109
Houston Rockets,2016-11-07,41,79,.519,17,37,.459,15,18,.833,18,114
Minnesota Timberwolves,2016-11-08,39,92,.424,12,28,.429,20,28,.714,21,110
Atlanta Hawks,2016-11-08,41,81,.506,11,29,.379,17,24,.708,21,110
Dallas Mavericks,2016-11-08,43,82,.524,10,23,.435,13,15,.867,12,109
Denver Nuggets,2016-11-08,35,70,.500,10,24,.417,27,34,.794,23,107
Phoenix Suns,2016-11-08,43,86,.500,7,21,.333,28,33,.848,27,121
New Orleans Pelicans,2016-11-08,38,84,.452,5,21,.238,13,18,.722,23,94
Chicago Bulls,2016-11-09,41,91,.451,9,27,.333,16,21,.762,21,107
Utah Jazz,2016-11-09,38,82,.463,8,34,.235,14,18,.778,22,98
Dallas Mavericks,2016-11-09,34,86,.395,6,28,.214,21,28,.750,20,95
Philadelphia 76ers,2016-11-09,46,95,.484,14,36,.389,9,19,.474,21,115
Portland Trail Blazers,2016-11-09,31,88,.352,6,30,.200,12,14,.857,23,80
Brooklyn Nets,2016-11-09,33,79,.418,11,33,.333,19,27,.704,20,96
Toronto Raptors,2016-11-09,43,83,.518,11,26,.423,15,22,.682,24,112
Minnesota Timberwolves,2016-11-09,45,87,.517,13,23,.565,20,26,.769,23,123
Detroit Pistons,2016-11-09,32,89,.360,9,22,.409,27,32,.844,24,100
Houston Rockets,2016-11-09,37,78,.474,10,30,.333,17,22,.773,24,101
Boston Celtics,2016-11-09,35,81,.432,10,31,.323,13,22,.591,19,93
Golden State Warriors,2016-11-10,46,85,.541,14,30,.467,19,20,.950,18,125
Chicago Bulls,2016-11-10,37,89,.416,6,16,.375,18,20,.900,12,98
New Orleans Pelicans,2016-11-10,39,89,.438,9,25,.360,25,27,.926,19,112
Los Angeles Lakers,2016-11-10,38,74,.514,9,27,.333,16,22,.727,19,101
New York Knicks,2016-11-11,33,94,.351,6,23,.261,15,17,.882,26,87
Toronto Raptors,2016-11-11,43,90,.478,6,22,.273,21,22,.955,21,113
Los Angeles Clippers,2016-11-11,39,86,.453,11,27,.407,21,35,.600,20,110
Utah Jazz,2016-11-11,33,81,.407,7,28,.250,14,16,.875,18,87
Indiana Pacers,2016-11-11,39,88,.443,5,19,.263,22,23,.957,28,105
Sacramento Kings,2016-11-11,43,88,.489,6,21,.286,28,35,.800,21,120
Detroit Pistons,2016-11-11,32,76,.421,5,25,.200,17,21,.810,14,86
Cleveland Cavaliers,2016-11-11,36,86,.419,14,33,.424,19,26,.731,21,105
Philadelphia 76ers,2016-11-12,36,83,.434,11,29,.379,13,20,.650,20,96
Washington Wizards,2016-11-12,38,91,.418,4,13,.308,15,18,.833,22,95
Detroit Pistons,2016-11-12,46,90,.511,4,18,.222,10,14,.714,16,106
San Antonio Spurs,2016-11-12,41,76,.539,5,18,.278,19,24,.792,19,106
Boston Celtics,2016-11-12,35,80,.438,8,25,.320,27,33,.818,21,105
Utah Jazz,2016-11-12,40,81,.494,6,20,.300,16,19,.842,19,102
Memphis Grizzlies,2016-11-12,35,78,.449,6,30,.200,20,21,.952,26,96
Los Angeles Clippers,2016-11-12,40,76,.526,11,24,.458,28,37,.757,19,119
Los Angeles Lakers,2016-11-12,52,94,.553,16,30,.533,6,7,.857,17,126
Brooklyn Nets,2016-11-12,40,84,.476,16,37,.432,26,30,.867,19,122
New York Knicks,2016-11-12,44,97,.454,7,23,.304,12,16,.750,23,107
Charlotte Hornets,2016-11-13,36,95,.379,11,29,.379,10,12,.833,19,93
Phoenix Suns,2016-11-13,46,90,.511,8,24,.333,20,26,.769,29,120
Los Angeles Lakers,2016-11-13,33,71,.465,8,24,.333,25,30,.833,31,99
Orlando Magic,2016-11-13,46,86,.535,11,24,.458,16,20,.800,20,119
Denver Nuggets,2016-11-13,36,91,.396,11,29,.379,22,29,.759,25,105
Oklahoma City Thunder,2016-11-14,33,88,.375,5,27,.185,17,22,.773,21,88
Philadelphia 76ers,2016-11-14,34,90,.378,5,22,.227,15,17,.882,17,88
Orlando Magic,2016-11-14,27,84,.321,5,25,.200,10,13,.769,17,69
Brooklyn Nets,2016-11-14,34,77,.442,10,33,.303,17,22,.773,21,95
Boston Celtics,2016-11-14,38,95,.400,12,41,.293,17,20,.850,27,105
Dallas Mavericks,2016-11-14,32,84,.381,5,27,.185,8,11,.727,16,77
Miami Heat,2016-11-14,37,84,.440,4,15,.267,12,21,.571,23,90
Memphis Grizzlies,2016-11-14,36,76,.474,8,21,.381,22,26,.846,26,102
Toronto Raptors,2016-11-15,46,96,.479,13,29,.448,12,18,.667,25,117
Brooklyn Nets,2016-11-15,45,99,.455,12,41,.293,16,20,.800,27,118
Atlanta Hawks,2016-11-15,37,80,.463,6,17,.353,13,19,.684,13,93
Charlotte Hornets,2016-11-15,43,80,.538,11,24,.458,18,22,.818,17,115
Chicago Bulls,2016-11-15,41,98,.418,7,20,.350,24,28,.857,19,113
Milwaukee Bucks,2016-11-16,39,98,.398,8,32,.250,14,18,.778,25,100
Dallas Mavericks,2016-11-16,34,83,.410,8,23,.348,7,10,.700,19,83
Phoenix Suns,2016-11-16,39,79,.494,8,20,.400,18,29,.621,29,104
Cleveland Cavaliers,2016-11-16,35,86,.407,11,30,.367,12,20,.600,16,93
Memphis Grizzlies,2016-11-16,40,82,.488,15,26,.577,16,19,.842,22,111
Detroit Pistons,2016-11-16,42,85,.494,8,23,.348,10,12,.833,14,102
Houston Rockets,2016-11-16,40,92,.435,14,40,.350,9,14,.643,10,103
New Orleans Pelicans,2016-11-16,30,82,.366,7,21,.333,15,19,.789,16,82
Washington Wizards,2016-11-16,38,91,.418,8,23,.348,18,25,.720,26,102
San Antonio Spurs,2016-11-16,43,88,.489,11,30,.367,13,17,.765,21,110
Golden State Warriors,2016-11-16,44,87,.506,13,36,.361,26,28,.929,25,127
Portland Trail Blazers,2016-11-17,41,90,.456,10,28,.357,17,21,.810,19,109
Milwaukee Bucks,2016-11-17,28,85,.329,7,23,.304,10,13,.769,20,73
Philadelphia 76ers,2016-11-17,31,83,.373,9,32,.281,15,19,.789,17,86
Chicago Bulls,2016-11-17,33,90,.367,5,17,.294,14,16,.875,16,85
New York Knicks,2016-11-17,41,86,.477,12,29,.414,18,20,.900,20,112
Golden State Warriors,2016-11-18,44,90,.489,9,28,.321,7,12,.583,20,104
Atlanta Hawks,2016-11-18,39,84,.464,7,28,.250,11,17,.647,18,96
Detroit Pistons,2016-11-18,29,93,.312,6,19,.316,17,20,.850,15,81
Memphis Grizzlies,2016-11-18,31,77,.403,9,25,.360,9,12,.750,25,80
Toronto Raptors,2016-11-18,43,94,.457,8,23,.348,19,31,.613,25,113
Phoenix Suns,2016-11-18,46,97,.474,9,26,.346,15,18,.833,28,116
San Antonio Spurs,2016-11-18,44,78,.564,10,24,.417,18,19,.947,18,116
Portland Trail Blazers,2016-11-18,33,88,.375,12,34,.353,23,26,.885,21,101
Brooklyn Nets,2016-11-18,35,83,.422,11,29,.379,24,30,.800,19,105
Los Angeles Clippers,2016-11-18,40,76,.526,13,29,.448,28,34,.824,24,121
Boston Celtics,2016-11-19,33,82,.402,12,31,.387,16,17,.941,13,94
Utah Jazz,2016-11-19,39,76,.513,12,27,.444,12,17,.706,17,102
Chicago Bulls,2016-11-19,33,77,.429,9,30,.300,20,24,.833,20,95
Minnesota Timberwolves,2016-11-19,25,64,.391,7,22,.318,14,22,.636,25,71
Golden State Warriors,2016-11-19,42,95,.442,14,38,.368,26,32,.813,25,124
Charlotte Hornets,2016-11-19,40,97,.412,15,43,.349,21,28,.750,21,116
Dallas Mavericks,2016-11-19,26,77,.338,13,28,.464,22,27,.815,16,87
Phoenix Suns,2016-11-19,39,92,.424,6,21,.286,21,34,.618,19,105
Miami Heat,2016-11-19,43,85,.506,13,27,.481,15,26,.577,21,114
Portland Trail Blazers,2016-11-20,49,85,.576,15,36,.417,16,21,.762,30,129
Utah Jazz,2016-11-20,33,85,.388,7,27,.259,18,23,.783,22,91
Chicago Bulls,2016-11-20,45,87,.517,8,22,.364,20,28,.714,16,118
Atlanta Hawks,2016-11-20,34,85,.400,6,21,.286,20,29,.690,15,94
Indiana Pacers,2016-11-20,40,89,.449,11,22,.500,24,31,.774,20,115
Toronto Raptors,2016-11-20,34,85,.400,9,24,.375,22,24,.917,21,99
Memphis Grizzlies,2016-11-21,40,84,.476,12,26,.462,13,17,.765,24,105
Houston Rockets,2016-11-21,35,78,.449,10,31,.323,19,27,.704,20,99
Golden State Warriors,2016-11-21,40,90,.444,13,36,.361,27,32,.844,17,120
Toronto Raptors,2016-11-21,40,80,.500,8,19,.421,27,32,.844,31,115
Orlando Magic,2016-11-21,32,77,.416,7,25,.280,18,24,.750,18,89
Boston Celtics,2016-11-21,38,84,.452,12,38,.316,11,14,.786,21,99
Miami Heat,2016-11-21,34,88,.386,7,31,.226,19,28,.679,22,94
Dallas Mavericks,2016-11-21,35,74,.473,8,27,.296,13,20,.650,23,91
Phoenix Suns,2016-11-21,39,91,.429,11,27,.407,12,15,.800,24,101
New Orleans Pelicans,2016-11-22,45,86,.523,11,25,.440,11,12,.917,16,112
Chicago Bulls,2016-11-22,43,95,.453,6,18,.333,15,18,.833,18,107
Oklahoma City Thunder,2016-11-22,45,92,.489,11,27,.407,8,11,.727,14,109
Portland Trail Blazers,2016-11-22,38,86,.442,6,22,.273,21,26,.808,13,103
Boston Celtics,2016-11-23,45,98,.459,15,38,.395,6,8,.750,22,111
San Antonio Spurs,2016-11-23,44,86,.512,13,31,.419,18,20,.900,18,119
Portland Trail Blazers,2016-11-23,47,90,.522,13,29,.448,18,19,.947,23,125
Los Angeles Clippers,2016-11-23,43,85,.506,15,32,.469,23,31,.742,17,124
Miami Heat,2016-11-23,27,75,.360,7,26,.269,23,30,.767,22,84
Los Angeles Lakers,2016-11-23,40,93,.430,8,20,.400,18,22,.818,25,106
Toronto Raptors,2016-11-23,43,88,.489,12,23,.522,17,21,.810,15,115
Atlanta Hawks,2016-11-23,36,85,.424,5,20,.250,19,22,.864,18,96
Minnesota Timberwolves,2016-11-23,33,86,.384,3,17,.176,27,33,.818,19,96
Phoenix Suns,2016-11-23,33,73,.452,9,22,.409,17,22,.773,20,92
Memphis Grizzlies,2016-11-23,38,99,.384,10,29,.345,18,24,.750,28,104
Oklahoma City Thunder,2016-11-23,32,76,.421,7,25,.280,30,38,.789,21,101
Denver Nuggets,2016-11-23,28,88,.318,9,27,.333,18,31,.581,22,83
San Antonio Spurs,2016-11-25,38,81,.469,11,24,.458,22,25,.880,12,109
Dallas Mavericks,2016-11-25,37,91,.407,8,35,.229,8,12,.667,21,90
Oklahoma City Thunder,2016-11-25,48,96,.500,13,26,.500,23,29,.793,21,132
Los Angeles Clippers,2016-11-25,35,73,.479,7,21,.333,20,26,.769,16,97
Brooklyn Nets,2016-11-25,36,79,.456,11,34,.324,14,23,.609,17,97
Golden State Warriors,2016-11-25,43,83,.518,11,28,.393,12,17,.706,21,109
Miami Heat,2016-11-25,33,85,.388,12,31,.387,12,18,.667,21,90
Toronto Raptors,2016-11-25,38,82,.463,14,32,.438,15,19,.789,17,105
Charlotte Hornets,2016-11-25,43,93,.462,8,29,.276,17,27,.630,14,111
Washington Wizards,2016-11-25,40,88,.455,6,29,.207,8,10,.800,17,94
Chicago Bulls,2016-11-25,40,90,.444,6,21,.286,19,26,.731,17,105
Minnesota Timberwolves,2016-11-25,34,85,.400,7,22,.318,23,25,.920,27,98
New Orleans Pelicans,2016-11-25,36,76,.474,13,23,.565,19,29,.655,14,104
Houston Rockets,2016-11-25,40,85,.471,21,50,.420,16,20,.800,19,117
Atlanta Hawks,2016-11-25,26,83,.313,8,25,.320,8,12,.667,16,68
New York Knicks,2016-11-26,37,99,.374,12,32,.375,16,20,.800,27,102
Minnesota Timberwolves,2016-11-26,41,89,.461,10,35,.286,10,12,.833,15,102
Memphis Grizzlies,2016-11-26,37,73,.507,9,25,.360,27,33,.818,19,110
Detroit Pistons,2016-11-26,37,82,.451,1,19,.053,13,17,.765,20,88
San Antonio Spurs,2016-11-26,40,75,.533,9,24,.375,23,29,.793,17,112
Sacramento Kings,2016-11-27,46,86,.535,13,23,.565,17,22,.773,12,122
New Orleans Pelicans,2016-11-27,30,77,.390,5,20,.250,16,18,.889,19,81
Los Angeles Clippers,2016-11-27,22,70,.314,4,24,.167,22,27,.815,13,70
Atlanta Hawks,2016-11-27,39,88,.443,12,35,.343,4,10,.400,19,94
Milwaukee Bucks,2016-11-27,41,86,.477,8,24,.333,14,20,.700,16,104
Cleveland Cavaliers,2016-11-27,38,92,.413,12,40,.300,24,28,.857,14,112
Denver Nuggets,2016-11-27,39,89,.438,13,29,.448,29,32,.906,25,120
Houston Rockets,2016-11-27,46,82,.561,17,36,.472,21,28,.750,23,130
Atlanta Hawks,2016-11-28,36,85,.424,7,29,.241,21,30,.700,22,100
Charlotte Hornets,2016-11-28,36,82,.439,9,26,.346,23,31,.742,14,104
Boston Celtics,2016-11-28,40,83,.482,11,27,.407,21,26,.808,27,112
Utah Jazz,2016-11-28,40,79,.506,4,18,.222,28,34,.824,21,112
Oklahoma City Thunder,2016-11-28,46,92,.500,8,22,.364,12,18,.667,22,112
Philadelphia 76ers,2016-11-28,36,86,.419,14,34,.412,9,13,.692,21,95
Sacramento Kings,2016-11-28,38,93,.409,3,21,.143,16,26,.615,24,95
Los Angeles Clippers,2016-11-29,46,109,.422,13,40,.325,17,22,.773,29,122
Detroit Pistons,2016-11-29,45,92,.489,12,28,.429,10,11,.909,19,112
Cleveland Cavaliers,2016-11-29,32,75,.427,14,39,.359,23,31,.742,19,101
Los Angeles Lakers,2016-11-29,37,87,.425,5,30,.167,9,18,.500,17,88
Orlando Magic,2016-11-29,39,86,.453,6,15,.400,11,12,.917,21,95
Houston Rockets,2016-11-29,37,91,.407,11,30,.367,16,22,.727,20,101
Detroit Pistons,2016-11-30,48,87,.552,9,20,.450,16,21,.762,19,121
Los Angeles Lakers,2016-11-30,33,81,.407,2,8,.250,28,41,.683,24,96
